Date,Open,High,Low,Close,Adj Close,Volume
18-02-00,20.4256,20.535999,19.4319,19.873501,16.927813,3430482
21-02-00,20.2047,20.3151,19.6527,19.873501,16.927813,2736204
22-02-00,19.9839,20.3151,19.1007,19.9839,17.021847,3849159
23-02-00,19.9839,20.094299,19.321501,19.6527,16.739742,1927566
24-02-00,19.6527,19.873501,19.1007,19.873501,16.927813,2628152
25-02-00,19.7631,19.7631,18.879801,19.6527,16.739742,1850779
28-02-00,19.6527,19.6527,19.6527,19.6527,16.739742,0
29-02-00,19.2111,19.4319,19.1007,19.2111,16.363592,1148880
01-03-00,19.321501,19.4319,18.9902,19.2111,16.363592,1296510
02-03-00,19.2111,19.321501,18.548599,18.879801,16.081398,1943279
03-03-00,18.659,18.9902,18.4382,18.9902,16.175436,1269955
06-03-00,18.7694,18.7694,17.996599,18.327801,15.61122,1141217
07-03-00,18.2174,18.2174,17.7757,18.2174,15.517182,1060434
08-03-00,17.7757,18.2174,17.6653,18.107,15.423145,1312309
09-03-00,18.107,19.321501,18.107,19.321501,16.45763,4638101
10-03-00,19.6527,19.6527,18.327801,18.327801,15.61122,2177837
13-03-00,18.327801,18.327801,17.1133,17.4445,14.858842,2567215
14-03-00,17.4445,18.107,17.334101,17.996599,15.329109,4294670
15-03-00,17.996599,17.996599,17.334101,17.4445,14.858842,1280365
16-03-00,17.1133,17.4445,16.782101,17.1133,14.576734,1655644
17-03-00,17.2237,17.8862,17.2237,17.7757,15.140951,1928754
20-03-00,17.2237,18.9902,17.2237,18.7694,15.987362,10893325
21-03-00,18.879801,19.7631,18.327801,19.6527,16.739742,8693470
22-03-00,20.867201,20.9776,19.873501,20.9776,17.868258,14673317
23-03-00,21.9713,21.9713,21.1984,21.5296,18.338446,13469460
24-03-00,20.9776,21.1984,20.867201,20.867201,17.774223,1804627
27-03-00,19.542299,20.4256,19.4319,19.9839,17.021847,7482218
28-03-00,19.6527,20.2047,19.542299,19.6527,16.739742,3889209
29-03-00,19.873501,20.4256,19.6527,20.3151,17.303957,3870604
30-03-00,20.867201,21.419201,19.9839,20.4256,17.398079,6749870
31-03-00,20.4256,20.535999,19.6527,19.7631,16.833775,2977377
03-04-00,19.7631,19.7631,19.7631,19.7631,16.833775,0
04-04-00,19.7631,19.7631,19.7631,19.7631,16.833775,0
05-04-00,19.321501,19.873501,19.321501,19.542299,16.645702,2449994
06-04-00,19.542299,19.873501,19.321501,19.6527,16.739742,2251856
07-04-00,19.6527,19.6527,18.9902,18.9902,16.175436,1660744
10-04-00,18.107,19.1007,17.8862,19.1007,16.269556,3573096
11-04-00,18.9902,18.9902,18.4382,18.659,15.89333,1725577
12-04-00,18.659,19.542299,18.659,19.321501,16.45763,4417131
13-04-00,19.542299,19.7631,18.7694,18.879801,16.081398,1682544
14-04-00,18.548599,18.879801,18.327801,18.4382,15.705254,1067469
17-04-00,17.6653,17.8862,17.2237,17.554899,14.952878,1084156
18-04-00,17.996599,18.2174,17.6653,17.7757,15.140951,1174250
19-04-00,18.2174,18.2174,17.4445,17.554899,14.952878,1555627
20-04-00,17.6653,17.8862,17.334101,17.554899,14.952878,961525
21-04-00,17.7757,17.7757,17.4445,17.554899,14.952878,677629
24-04-00,17.6653,17.6653,17.1133,17.1133,14.576734,1105009
25-04-00,17.1133,17.1133,16.782101,17.1133,14.576734,629461
26-04-00,17.1133,17.2237,16.009199,16.3405,13.918479,1094275
27-04-00,16.3405,16.3405,15.7884,15.8988,13.542249,1000829
28-04-00,16.009199,16.5613,15.7884,16.3405,13.918479,624130
01-05-00,16.3405,16.3405,16.3405,16.3405,13.918479,0
02-05-00,16.5613,16.5613,16.1196,16.1196,13.730321,651218
03-05-00,16.1196,16.23,15.8988,16.009199,13.636285,513200
04-05-00,16.009199,16.3405,16.009199,16.009199,13.636285,470578
05-05-00,16.009199,16.782101,16.009199,16.6717,14.200588,789136
08-05-00,17.2237,17.554899,16.8925,17.554899,14.952878,2734392
09-05-00,17.554899,17.554899,17.554899,17.554899,14.952878,0
10-05-00,18.7694,18.9902,17.996599,18.2174,15.517182,2183675
11-05-00,17.7757,17.8862,17.002899,17.8862,15.235073,2100522
12-05-00,18.107,18.2174,17.6653,17.996599,15.329109,1577477
15-05-00,18.2174,18.548599,17.996599,18.107,15.423145,1819843
16-05-00,18.548599,18.548599,17.996599,18.327801,15.61122,954022
17-05-00,18.659,19.321501,18.548599,18.7694,15.987362,2340481
18-05-00,18.659,18.659,17.996599,18.327801,15.61122,1087466
19-05-00,18.327801,18.9902,18.327801,18.9902,16.175436,1713691
22-05-00,17.6653,18.107,17.1133,17.4445,14.858842,923842
23-05-00,17.4445,17.4445,17.002899,17.334101,14.764807,916889
24-05-00,16.8925,17.1133,16.6717,16.8925,14.388661,799394
25-05-00,16.8925,17.4445,16.8925,16.8925,14.388661,413012
26-05-00,16.782101,17.334101,16.782101,17.1133,14.576734,388944
29-05-00,17.334101,17.7757,17.1133,17.6653,15.046917,1609922
30-05-00,17.6653,17.6653,17.6653,17.6653,15.046917,0
31-05-00,18.2174,18.2174,17.8862,18.107,15.423145,798852
01-06-00,18.107,18.2174,17.334101,18.2174,15.517182,1652050
02-06-00,18.327801,18.4382,17.8862,18.2174,15.517182,777970
05-06-00,18.2174,18.2174,17.8862,17.996599,15.329109,598686
06-06-00,17.996599,17.996599,17.996599,17.996599,15.329109,0
07-06-00,17.6653,17.996599,17.4445,17.4445,14.858842,765068
08-06-00,17.554899,17.6653,17.1133,17.334101,14.764807,983619
09-06-00,17.1133,17.4445,17.1133,17.2237,14.67077,543617
12-06-00,17.1133,17.334101,17.1133,17.2237,14.67077,559362
13-06-00,17.1133,17.2237,16.8925,17.1133,14.576734,407205
14-06-00,17.2237,17.2237,16.8925,17.002899,14.482697,515327
15-06-00,17.002899,17.2237,17.002899,17.002899,14.482697,444285
16-06-00,17.1133,17.2237,17.002899,17.002899,14.482697,484589
19-06-00,17.1133,17.1133,16.8925,17.1133,14.576734,444712
20-06-00,17.1133,17.2237,16.8925,16.8925,14.388661,476413
21-06-00,17.1133,17.1133,16.782101,16.782101,14.294624,537570
22-06-00,16.8925,17.1133,16.6717,16.782101,14.294624,543374
23-06-00,16.8925,17.002899,16.782101,16.782101,14.294624,221972
26-06-00,16.782101,16.782101,16.5613,16.5613,14.106553,715392
27-06-00,16.5613,16.782101,16.3405,16.3405,13.918479,344237
28-06-00,16.450899,16.6717,16.1196,16.5613,14.106553,957324
29-06-00,16.782101,16.8925,16.23,16.23,13.824359,683858
30-06-00,16.23,16.450899,16.1196,16.3957,13.965498,656761
03-07-00,16.3957,16.3957,16.3957,16.3957,13.965498,0
04-07-00,16.3957,16.3957,16.3957,16.3957,13.965498,0
05-07-00,16.3957,16.3957,16.3957,16.3957,13.965498,0
06-07-00,16.3957,16.3957,16.3957,16.3957,13.965498,0
07-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
10-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
11-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
12-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
13-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
14-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
17-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
18-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
19-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
20-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
21-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
24-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
25-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
26-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
27-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
28-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
31-07-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
01-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
02-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
03-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
04-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
07-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
08-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
09-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
10-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
11-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
14-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
15-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
16-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
17-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
18-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
21-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
22-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
23-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
24-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
25-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
28-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
29-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
30-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
31-08-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
01-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
04-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
05-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
06-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
07-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
08-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
11-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
12-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
13-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
14-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
15-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
18-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
19-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
20-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
21-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
22-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
25-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
26-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
27-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
28-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
29-09-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
02-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
03-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
04-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
05-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
06-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
09-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
10-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
11-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
12-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
13-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
16-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
17-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
18-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
19-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
20-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
23-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
24-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
25-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
26-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
27-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
30-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
31-10-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
01-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
02-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
03-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
06-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
07-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
08-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
09-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
10-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
13-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
14-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
15-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
16-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
17-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
20-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
21-11-00,18.0762,18.0762,18.0762,18.0762,15.396911,0
22-11-00,null,null,null,null,null,null
23-11-00,null,null,null,null,null,null
24-11-00,null,null,null,null,null,null
27-11-00,null,null,null,null,null,null
28-11-00,null,null,null,null,null,null
29-11-00,null,null,null,null,null,null
30-11-00,null,null,null,null,null,null
01-12-00,null,null,null,null,null,null
04-12-00,null,null,null,null,null,null
05-12-00,null,null,null,null,null,null
06-12-00,null,null,null,null,null,null
07-12-00,null,null,null,null,null,null
08-12-00,null,null,null,null,null,null
11-12-00,null,null,null,null,null,null
12-12-00,null,null,null,null,null,null
13-12-00,null,null,null,null,null,null
14-12-00,null,null,null,null,null,null
15-12-00,null,null,null,null,null,null
18-12-00,null,null,null,null,null,null
19-12-00,null,null,null,null,null,null
20-12-00,null,null,null,null,null,null
21-12-00,null,null,null,null,null,null
22-12-00,null,null,null,null,null,null
25-12-00,null,null,null,null,null,null
26-12-00,null,null,null,null,null,null
27-12-00,null,null,null,null,null,null
28-12-00,null,null,null,null,null,null
29-12-00,null,null,null,null,null,null
01-01-01,null,null,null,null,null,null
02-01-01,null,null,null,null,null,null
03-01-01,null,null,null,null,null,null
04-01-01,null,null,null,null,null,null
05-01-01,null,null,null,null,null,null
08-01-01,null,null,null,null,null,null
09-01-01,null,null,null,null,null,null
10-01-01,null,null,null,null,null,null
11-01-01,null,null,null,null,null,null
12-01-01,null,null,null,null,null,null
15-01-01,null,null,null,null,null,null
16-01-01,null,null,null,null,null,null
17-01-01,null,null,null,null,null,null
18-01-01,null,null,null,null,null,null
19-01-01,null,null,null,null,null,null
22-01-01,null,null,null,null,null,null
23-01-01,null,null,null,null,null,null
24-01-01,null,null,null,null,null,null
25-01-01,null,null,null,null,null,null
26-01-01,null,null,null,null,null,null
29-01-01,null,null,null,null,null,null
30-01-01,null,null,null,null,null,null
31-01-01,null,null,null,null,null,null
01-02-01,null,null,null,null,null,null
02-02-01,null,null,null,null,null,null
05-02-01,null,null,null,null,null,null
06-02-01,null,null,null,null,null,null
07-02-01,null,null,null,null,null,null
08-02-01,null,null,null,null,null,null
09-02-01,null,null,null,null,null,null
12-02-01,null,null,null,null,null,null
13-02-01,null,null,null,null,null,null
14-02-01,null,null,null,null,null,null
15-02-01,null,null,null,null,null,null
16-02-01,null,null,null,null,null,null
19-02-01,null,null,null,null,null,null
20-02-01,null,null,null,null,null,null
21-02-01,null,null,null,null,null,null
22-02-01,null,null,null,null,null,null
23-02-01,null,null,null,null,null,null
26-02-01,null,null,null,null,null,null
27-02-01,null,null,null,null,null,null
28-02-01,null,null,null,null,null,null
01-03-01,null,null,null,null,null,null
02-03-01,null,null,null,null,null,null
05-03-01,null,null,null,null,null,null
06-03-01,null,null,null,null,null,null
07-03-01,null,null,null,null,null,null
08-03-01,null,null,null,null,null,null
09-03-01,null,null,null,null,null,null
12-03-01,null,null,null,null,null,null
13-03-01,null,null,null,null,null,null
14-03-01,null,null,null,null,null,null
15-03-01,null,null,null,null,null,null
16-03-01,null,null,null,null,null,null
19-03-01,null,null,null,null,null,null
20-03-01,null,null,null,null,null,null
21-03-01,null,null,null,null,null,null
22-03-01,null,null,null,null,null,null
23-03-01,null,null,null,null,null,null
26-03-01,null,null,null,null,null,null
27-03-01,null,null,null,null,null,null
28-03-01,null,null,null,null,null,null
29-03-01,null,null,null,null,null,null
30-03-01,null,null,null,null,null,null
02-04-01,null,null,null,null,null,null
03-04-01,null,null,null,null,null,null
04-04-01,null,null,null,null,null,null
05-04-01,null,null,null,null,null,null
06-04-01,null,null,null,null,null,null
09-04-01,null,null,null,null,null,null
10-04-01,null,null,null,null,null,null
11-04-01,null,null,null,null,null,null
12-04-01,null,null,null,null,null,null
13-04-01,null,null,null,null,null,null
16-04-01,null,null,null,null,null,null
17-04-01,null,null,null,null,null,null
18-04-01,null,null,null,null,null,null
19-04-01,null,null,null,null,null,null
20-04-01,null,null,null,null,null,null
23-04-01,null,null,null,null,null,null
24-04-01,null,null,null,null,null,null
25-04-01,null,null,null,null,null,null
26-04-01,null,null,null,null,null,null
27-04-01,null,null,null,null,null,null
30-04-01,null,null,null,null,null,null
01-05-01,null,null,null,null,null,null
02-05-01,null,null,null,null,null,null
03-05-01,null,null,null,null,null,null
04-05-01,null,null,null,null,null,null
07-05-01,null,null,null,null,null,null
08-05-01,null,null,null,null,null,null
09-05-01,null,null,null,null,null,null
10-05-01,null,null,null,null,null,null
11-05-01,null,null,null,null,null,null
14-05-01,null,null,null,null,null,null
15-05-01,null,null,null,null,null,null
16-05-01,null,null,null,null,null,null
17-05-01,null,null,null,null,null,null
18-05-01,null,null,null,null,null,null
21-05-01,null,null,null,null,null,null
22-05-01,null,null,null,null,null,null
23-05-01,null,null,null,null,null,null
24-05-01,null,null,null,null,null,null
25-05-01,null,null,null,null,null,null
28-05-01,null,null,null,null,null,null
29-05-01,null,null,null,null,null,null
30-05-01,null,null,null,null,null,null
31-05-01,null,null,null,null,null,null
01-06-01,null,null,null,null,null,null
04-06-01,null,null,null,null,null,null
05-06-01,null,null,null,null,null,null
06-06-01,null,null,null,null,null,null
07-06-01,null,null,null,null,null,null
08-06-01,null,null,null,null,null,null
11-06-01,null,null,null,null,null,null
12-06-01,null,null,null,null,null,null
13-06-01,null,null,null,null,null,null
14-06-01,null,null,null,null,null,null
15-06-01,null,null,null,null,null,null
18-06-01,null,null,null,null,null,null
19-06-01,null,null,null,null,null,null
20-06-01,null,null,null,null,null,null
21-06-01,null,null,null,null,null,null
22-06-01,null,null,null,null,null,null
25-06-01,null,null,null,null,null,null
26-06-01,null,null,null,null,null,null
27-06-01,null,null,null,null,null,null
28-06-01,null,null,null,null,null,null
29-06-01,null,null,null,null,null,null
02-07-01,null,null,null,null,null,null
03-07-01,null,null,null,null,null,null
04-07-01,null,null,null,null,null,null
05-07-01,null,null,null,null,null,null
06-07-01,null,null,null,null,null,null
09-07-01,null,null,null,null,null,null
10-07-01,null,null,null,null,null,null
11-07-01,null,null,null,null,null,null
12-07-01,null,null,null,null,null,null
13-07-01,null,null,null,null,null,null
16-07-01,null,null,null,null,null,null
17-07-01,null,null,null,null,null,null
18-07-01,null,null,null,null,null,null
19-07-01,null,null,null,null,null,null
20-07-01,null,null,null,null,null,null
23-07-01,null,null,null,null,null,null
24-07-01,null,null,null,null,null,null
25-07-01,null,null,null,null,null,null
26-07-01,null,null,null,null,null,null
27-07-01,null,null,null,null,null,null
30-07-01,null,null,null,null,null,null
31-07-01,null,null,null,null,null,null
01-08-01,null,null,null,null,null,null
02-08-01,null,null,null,null,null,null
03-08-01,null,null,null,null,null,null
06-08-01,null,null,null,null,null,null
07-08-01,null,null,null,null,null,null
08-08-01,null,null,null,null,null,null
09-08-01,null,null,null,null,null,null
10-08-01,null,null,null,null,null,null
13-08-01,null,null,null,null,null,null
14-08-01,null,null,null,null,null,null
15-08-01,null,null,null,null,null,null
16-08-01,null,null,null,null,null,null
17-08-01,null,null,null,null,null,null
20-08-01,null,null,null,null,null,null
21-08-01,null,null,null,null,null,null
22-08-01,null,null,null,null,null,null
23-08-01,null,null,null,null,null,null
24-08-01,null,null,null,null,null,null
27-08-01,null,null,null,null,null,null
28-08-01,null,null,null,null,null,null
29-08-01,null,null,null,null,null,null
30-08-01,null,null,null,null,null,null
31-08-01,null,null,null,null,null,null
03-09-01,null,null,null,null,null,null
04-09-01,null,null,null,null,null,null
05-09-01,null,null,null,null,null,null
06-09-01,null,null,null,null,null,null
07-09-01,null,null,null,null,null,null
10-09-01,null,null,null,null,null,null
11-09-01,null,null,null,null,null,null
12-09-01,null,null,null,null,null,null
13-09-01,null,null,null,null,null,null
14-09-01,null,null,null,null,null,null
17-09-01,null,null,null,null,null,null
18-09-01,null,null,null,null,null,null
19-09-01,null,null,null,null,null,null
20-09-01,10.1588,10.4629,10.1588,10.1588,8.653044,2883061409
21-09-01,9.85452,9.85452,9.85452,9.85452,8.393865,293535581
24-09-01,null,null,null,null,null,null
25-09-01,8.88127,9.12459,8.57713,8.57713,7.305811,6549814904
26-09-01,8.02968,9.00293,8.02968,9.00293,7.668499,8377135434
27-09-01,8.69879,8.69879,8.39465,8.63796,7.357625,2975524985
28-09-01,null,null,null,null,null,null
01-10-01,null,null,null,null,null,null
02-10-01,8.27299,8.45548,8.02968,8.02968,6.839505,1747687665
03-10-01,7.90802,7.90802,7.48223,7.48223,6.373199,4050205525
04-10-01,7.48223,7.60388,6.99548,7.05631,6.01041,4080345992
05-10-01,6.69134,7.11726,6.56968,6.87382,5.854969,2248752552
08-10-01,6.75217,6.81299,6.63051,6.63051,5.647723,1253967740
09-10-01,6.56968,6.93465,6.56968,6.81299,5.803156,1408863085
10-10-01,null,null,null,null,null,null
11-10-01,6.81299,7.23892,6.81299,7.23892,6.165953,1689278726
12-10-01,7.72554,7.72554,7.48223,7.72554,6.580446,6654148825
15-10-01,7.72554,7.72554,7.23892,7.23892,6.165953,1959748748
16-10-01,6.93465,7.54306,6.93465,7.48223,6.373199,1273146293
17-10-01,7.66471,7.66471,7.4214,7.48223,6.373199,1652512374
18-10-01,7.36057,7.90802,7.36057,7.8472,6.684073,3403179411
19-10-01,7.78637,8.02968,7.66471,7.90802,6.735878,3341378031
22-10-01,7.90802,7.90802,7.60388,7.66471,6.528631,1370164816
23-10-01,7.72554,7.78637,7.54306,7.54306,6.425014,2185694388
24-10-01,7.66471,7.8472,7.66471,7.72554,6.580446,2186105060
25-10-01,7.72554,7.8472,7.72554,7.78637,6.632259,1678559701
26-10-01,7.8472,7.8472,7.60388,7.66471,6.528631,1755385773
29-10-01,7.60388,7.66471,7.29974,7.4214,6.321386,1090854954
30-10-01,7.29974,7.29974,6.93465,7.05631,6.01041,2125741033
31-10-01,7.11726,7.11726,6.93465,7.05631,6.01041,756896920
01-11-01,7.17809,7.54306,7.11726,7.54306,6.425014,4195126488
02-11-01,7.8472,7.8472,7.54306,7.54306,6.425014,2811240106
05-11-01,7.54306,7.54306,7.48223,7.54306,6.425014,1351750880
06-11-01,7.54306,8.02968,7.54306,7.90802,6.735878,2555339361
07-11-01,8.15134,8.27299,8.02968,8.09051,6.891319,2083133388
08-11-01,8.21215,8.21215,7.66471,7.78637,6.632259,1267886653
09-11-01,null,null,null,null,null,null
12-11-01,8.69879,8.82045,8.63796,8.82045,7.513066,5215653420
13-11-01,8.33382,8.75963,8.21215,8.51631,7.254005,4040603464
14-11-01,8.51631,8.75963,8.39465,8.57713,7.305811,2643768921
15-11-01,8.51631,8.75963,8.45548,8.51631,7.254005,1778419373
16-11-01,8.57713,9.06378,8.57713,9.06378,7.72033,6472055631
19-11-01,9.3679,9.67204,9.3679,9.67204,8.238432,1743323674
20-11-01,10.3413,10.3413,10.3413,10.3413,8.808493,2086676035
21-11-01,11.0104,11.0104,10.4629,11.0104,9.378417,13355496995
22-11-01,11.7403,11.7403,11.0104,11.0712,9.430205,7749217564
23-11-01,11.0712,11.0712,10.3413,10.7062,9.119307,3585595390
26-11-01,10.9495,11.0712,10.7062,10.9495,9.326544,3109543959
27-11-01,11.0712,11.2537,10.7062,10.8279,9.222966,3390612361
28-11-01,10.7062,10.8279,10.098,10.098,8.601254,2533051203
29-11-01,9.73287,10.2804,9.48955,10.2196,8.704831,2289294852
30-11-01,10.8279,10.8279,10.3413,10.3413,8.808493,3809672231
03-12-01,10.9495,11.0104,10.5846,11.0104,9.378417,3492248949
04-12-01,11.3145,11.3145,10.9495,11.3145,9.637444,4731498802
05-12-01,11.6187,11.6795,11.3145,11.3753,9.689232,4849531120
06-12-01,11.5578,12.1662,11.4362,12.1053,10.311028,7948527034
07-12-01,12.4094,12.8961,12.2269,12.8353,10.932828,8916550238
10-12-01,13.1394,13.5044,12.1662,12.5311,10.673716,13211359
11-12-01,12.2878,12.4094,11.7403,11.7403,10.000131,5374144944
12-12-01,11.6795,12.4094,11.6795,12.1662,10.362903,4836686826
13-12-01,12.1662,12.4703,11.3753,11.6795,9.948341,6978070957
14-12-01,11.3753,11.6795,11.0712,11.4362,9.741105,6240428493
17-12-01,11.6795,12.2269,11.6795,12.2269,10.414606,3771597161
18-12-01,12.8961,12.957,12.1662,12.1662,10.362903,9372208
19-12-01,13.0178,13.0178,12.1662,12.3486,10.518268,6136088978
